,Date,Open,High,Low,Close,Volume
0,2025-06-20 09:15:00,1880.0,1880.1,1874.0,1878.5,24997
1,2025-06-20 09:16:00,1878.8,1879.2,1877.4,1878.7,30026
2,2025-06-20 09:17:00,1878.9,1880.7,1877.2,1880.3,25644
3,2025-06-20 09:18:00,1880.3,1883.3,1879.9,1882.3,6859
4,2025-06-20 09:19:00,1882.5,1883.0,1881.0,1882.3,22869
5,2025-06-20 09:20:00,1882.3,1884.2,1881.7,1883.8,9902
6,2025-06-20 09:21:00,1883.6,1886.0,1882.5,1882.8,37559
7,2025-06-20 09:22:00,1882.8,1884.8,1882.1,1883.8,11411
8,2025-06-20 09:23:00,1883.8,1887.3,1883.4,1886.9,17813
9,2025-06-20 09:24:00,1886.5,1888.0,1886.5,1887.2,10652
10,2025-06-20 09:25:00,1887.9,1888.4,1887.0,1888.4,12546
11,2025-06-20 09:26:00,1888.4,1889.0,1887.0,1887.1,22017
12,2025-06-20 09:27:00,1888.1,1888.1,1885.1,1888.1,12408
13,2025-06-20 09:28:00,1887.5,1891.4,1886.9,1890.4,89301
14,2025-06-20 09:29:00,1890.0,1891.4,1888.6,1889.8,22333
15,2025-06-20 09:30:00,1889.8,1890.5,1889.0,1889.5,34397
16,2025-06-20 09:31:00,1889.5,1891.3,1889.1,1890.5,20963
17,2025-06-20 09:32:00,1890.9,1891.4,1888.5,1889.2,25400
18,2025-06-20 09:33:00,1889.5,1893.0,1889.5,1892.8,21012
19,2025-06-20 09:34:00,1892.8,1894.5,1892.1,1893.9,30606
20,2025-06-20 09:35:00,1894.0,1895.7,1894.0,1894.9,31577
21,2025-06-20 09:36:00,1894.9,1895.6,1892.0,1892.2,30265
22,2025-06-20 09:37:00,1892.2,1894.0,1892.0,1894.0,16548
23,2025-06-20 09:38:00,1894.0,1894.7,1893.5,1894.1,14370
24,2025-06-20 09:39:00,1894.0,1895.0,1893.5,1894.4,19447
25,2025-06-20 09:40:00,1894.3,1894.8,1893.6,1893.8,16846
26,2025-06-20 09:41:00,1893.8,1894.0,1892.8,1893.8,21067
27,2025-06-20 09:42:00,1893.7,1894.7,1893.7,1894.7,28999
28,2025-06-20 09:43:00,1894.7,1894.7,1894.4,1894.4,15303
29,2025-06-20 09:44:00,1894.3,1894.4,1892.2,1894.0,14915
30,2025-06-20 09:45:00,1894.0,1895.9,1893.8,1895.6,36781
31,2025-06-20 09:46:00,1894.9,1895.6,1894.7,1895.1,18147
32,2025-06-20 09:47:00,1895.2,1895.5,1894.0,1894.0,16986
33,2025-06-20 09:48:00,1894.3,1894.4,1892.8,1893.3,11232
34,2025-06-20 09:49:00,1893.7,1894.1,1893.3,1893.5,14428
35,2025-06-20 09:50:00,1893.5,1894.0,1893.4,1893.4,8327
36,2025-06-20 09:51:00,1893.9,1893.9,1892.5,1892.7,11780
37,2025-06-20 09:52:00,1893.0,1894.0,1892.7,1894.0,10870
38,2025-06-20 09:53:00,1894.0,1895.7,1893.9,1895.4,16783
39,2025-06-20 09:54:00,1895.4,1895.6,1893.6,1893.6,78348
40,2025-06-20 09:55:00,1893.9,1895.7,1893.6,1895.6,14323
41,2025-06-20 09:56:00,1895.4,1897.0,1895.0,1896.5,20194
42,2025-06-20 09:57:00,1896.5,1897.0,1896.1,1897.0,16473
43,2025-06-20 09:58:00,1896.8,1898.8,1896.8,1898.5,23414
44,2025-06-20 09:59:00,1898.5,1899.5,1898.2,1899.0,34860
45,2025-06-20 10:00:00,1899.2,1902.6,1898.8,1902.4,62508
46,2025-06-20 10:01:00,1902.4,1903.9,1900.3,1900.9,24791
47,2025-06-20 10:02:00,1901.3,1902.0,1899.7,1902.0,19143
48,2025-06-20 10:03:00,1902.0,1903.0,1898.4,1899.0,53267
49,2025-06-20 10:04:00,1899.1,1901.7,1898.6,1900.5,66505
50,2025-06-20 10:05:00,1900.5,1903.1,1899.7,1901.9,19679
51,2025-06-20 10:06:00,1901.9,1903.0,1901.7,1902.5,10898
52,2025-06-20 10:07:00,1902.9,1903.0,1902.0,1902.4,12735
53,2025-06-20 10:08:00,1902.5,1902.7,1901.0,1901.8,13209
54,2025-06-20 10:09:00,1901.8,1903.0,1901.2,1902.9,11797
55,2025-06-20 10:10:00,1902.7,1903.0,1902.2,1902.5,13285
56,2025-06-20 10:11:00,1902.5,1903.3,1902.1,1902.8,18195
57,2025-06-20 10:12:00,1902.9,1905.5,1902.9,1905.4,35203
58,2025-06-20 10:13:00,1905.2,1905.2,1902.0,1903.3,27981
59,2025-06-20 10:14:00,1902.5,1904.9,1902.2,1904.7,12898
