,Date,Open,High,Low,Close,Volume
0,2025-06-20 09:15:00,1932.0,1939.9,1931.7,1939.4,229880
1,2025-06-20 09:16:00,1939.2,1940.1,1937.0,1939.9,56845
2,2025-06-20 09:17:00,1939.9,1941.2,1939.8,1940.6,10018
3,2025-06-20 09:18:00,1940.5,1942.3,1940.0,1941.8,33726
4,2025-06-20 09:19:00,1941.8,1942.7,1940.7,1942.0,19946
5,2025-06-20 09:20:00,1942.0,1944.3,1941.7,1942.7,24126
6,2025-06-20 09:21:00,1942.9,1943.8,1941.2,1943.7,25267
7,2025-06-20 09:22:00,1943.5,1945.0,1941.5,1942.0,33144
8,2025-06-20 09:23:00,1942.0,1942.6,1940.4,1941.6,19357
9,2025-06-20 09:24:00,1941.7,1944.3,1941.6,1944.2,7837
10,2025-06-20 09:25:00,1944.1,1945.9,1944.1,1945.6,37918
11,2025-06-20 09:26:00,1945.5,1946.0,1943.4,1943.6,13458
12,2025-06-20 09:27:00,1943.6,1944.2,1942.1,1943.0,10224
13,2025-06-20 09:28:00,1943.2,1945.0,1943.0,1944.9,15040
14,2025-06-20 09:29:00,1945.0,1945.5,1943.7,1943.9,63130
15,2025-06-20 09:30:00,1943.9,1944.8,1943.8,1944.8,10059
16,2025-06-20 09:31:00,1944.7,1945.7,1944.3,1945.0,42905
17,2025-06-20 09:32:00,1945.0,1945.4,1944.0,1944.7,27981
18,2025-06-20 09:33:00,1944.6,1944.9,1942.4,1942.4,17800
19,2025-06-20 09:34:00,1942.5,1943.8,1942.4,1943.5,21603
20,2025-06-20 09:35:00,1943.5,1945.0,1943.1,1945.0,13302
21,2025-06-20 09:36:00,1945.0,1945.1,1944.0,1944.6,11467
22,2025-06-20 09:37:00,1944.4,1944.9,1943.6,1943.6,11063
23,2025-06-20 09:38:00,1943.8,1945.0,1943.6,1945.0,8098
24,2025-06-20 09:39:00,1944.8,1945.4,1944.7,1944.9,34360
25,2025-06-20 09:40:00,1945.0,1945.0,1944.3,1945.0,12531
26,2025-06-20 09:41:00,1944.9,1945.0,1944.1,1944.8,11805
27,2025-06-20 09:42:00,1944.8,1946.0,1944.8,1945.3,46938
28,2025-06-20 09:43:00,1945.4,1945.5,1944.3,1944.3,25636
29,2025-06-20 09:44:00,1944.3,1945.0,1944.2,1944.9,10225
30,2025-06-20 09:45:00,1944.8,1945.0,1944.5,1944.9,10171
31,2025-06-20 09:46:00,1944.9,1945.5,1944.3,1944.7,64455
32,2025-06-20 09:47:00,1944.8,1945.0,1944.8,1944.9,42548
33,2025-06-20 09:48:00,1945.0,1946.0,1944.5,1945.5,68078
34,2025-06-20 09:49:00,1945.5,1946.6,1945.1,1946.1,25160
35,2025-06-20 09:50:00,1946.0,1947.0,1945.7,1946.4,15436
36,2025-06-20 09:51:00,1946.4,1947.0,1946.1,1946.3,8179
37,2025-06-20 09:52:00,1946.2,1946.6,1945.2,1945.5,8584
38,2025-06-20 09:53:00,1945.4,1946.3,1945.2,1946.2,9552
39,2025-06-20 09:54:00,1946.1,1947.9,1945.7,1947.3,19700
40,2025-06-20 09:55:00,1947.3,1948.9,1947.3,1948.7,14917
41,2025-06-20 09:56:00,1948.7,1949.0,1948.2,1948.2,7917
42,2025-06-20 09:57:00,1948.3,1948.3,1947.0,1947.7,12116
43,2025-06-20 09:58:00,1947.7,1948.9,1947.1,1948.6,15484
44,2025-06-20 09:59:00,1948.5,1949.0,1948.2,1948.7,12858
45,2025-06-20 10:00:00,1948.8,1949.5,1948.7,1949.4,11717
46,2025-06-20 10:01:00,1949.3,1949.8,1949.0,1949.5,14030
47,2025-06-20 10:02:00,1949.6,1949.7,1948.0,1948.5,12719
48,2025-06-20 10:03:00,1948.4,1949.5,1948.0,1949.0,20126
49,2025-06-20 10:04:00,1949.1,1949.9,1949.0,1949.6,16585
50,2025-06-20 10:05:00,1949.6,1951.5,1949.4,1950.6,69228
51,2025-06-20 10:06:00,1950.7,1951.1,1950.0,1950.9,11310
52,2025-06-20 10:07:00,1950.8,1951.3,1948.8,1950.7,30567
53,2025-06-20 10:08:00,1950.7,1951.1,1950.0,1950.7,14197
54,2025-06-20 10:09:00,1950.5,1950.5,1948.9,1949.8,14136
55,2025-06-20 10:10:00,1949.9,1950.0,1949.8,1949.9,13639
56,2025-06-20 10:11:00,1949.9,1950.0,1949.7,1949.9,8657
57,2025-06-20 10:12:00,1949.9,1951.7,1949.9,1951.6,23961
58,2025-06-20 10:13:00,1951.5,1951.8,1950.3,1950.4,14524
59,2025-06-20 10:14:00,1950.5,1951.5,1950.3,1951.5,10352
60,2025-06-20 10:15:00,1951.5,1953.3,1951.3,1952.3,29143
61,2025-06-20 10:16:00,1952.6,1953.4,1951.4,1952.6,26416
62,2025-06-20 10:17:00,1952.4,1953.0,1952.4,1952.7,8430
63,2025-06-20 10:18:00,1952.8,1953.9,1952.8,1953.6,20651
64,2025-06-20 10:19:00,1953.7,1954.0,1953.0,1953.5,14074
65,2025-06-20 10:20:00,1953.5,1954.4,1953.3,1954.2,12924
66,2025-06-20 10:21:00,1954.2,1956.8,1954.2,1956.5,49808
67,2025-06-20 10:22:00,1956.6,1956.9,1956.3,1956.8,18844
68,2025-06-20 10:23:00,1956.7,1957.9,1955.9,1955.9,27389
69,2025-06-20 10:24:00,1955.9,1956.3,1954.7,1955.3,14768
70,2025-06-20 10:25:00,1955.2,1956.3,1955.1,1955.8,19550
71,2025-06-20 10:26:00,1956.0,1957.0,1955.3,1956.8,25686
72,2025-06-20 10:27:00,1956.8,1959.4,1956.8,1958.6,47290
73,2025-06-20 10:28:00,1958.9,1959.1,1958.4,1958.8,15912
74,2025-06-20 10:29:00,1958.9,1959.5,1958.3,1958.3,20945
75,2025-06-20 10:30:00,1958.6,1959.8,1958.1,1959.4,51326
76,2025-06-20 10:31:00,1959.7,1961.5,1959.5,1960.4,67545
77,2025-06-20 10:32:00,1960.3,1961.3,1958.3,1961.0,29705
