,Date,Open,High,Low,Close,Volume
0,2025-06-20 09:15:00,760.0,763.7,758.0,763.1,22432
1,2025-06-20 09:16:00,763.4,764.45,763.1,764.35,5369
2,2025-06-20 09:17:00,764.8,764.8,763.1,763.85,3269
3,2025-06-20 09:18:00,763.85,764.7,763.75,764.65,1647
4,2025-06-20 09:19:00,764.65,765.4,764.1,765.3,2357
5,2025-06-20 09:20:00,765.25,765.7,764.45,765.7,6797
6,2025-06-20 09:21:00,765.65,766.0,763.7,763.75,3668
7,2025-06-20 09:22:00,763.7,764.6,763.25,763.35,2463
8,2025-06-20 09:23:00,763.35,764.45,763.3,763.9,3549
9,2025-06-20 09:24:00,763.9,764.2,763.5,763.9,1838
10,2025-06-20 09:25:00,763.9,765.0,763.8,764.35,2200
11,2025-06-20 09:26:00,764.6,764.9,764.25,764.65,2921
12,2025-06-20 09:27:00,764.7,764.95,764.25,764.95,2580
13,2025-06-20 09:28:00,764.95,767.95,764.8,767.55,4379
14,2025-06-20 09:29:00,767.1,767.45,765.75,766.0,4044
15,2025-06-20 09:30:00,765.95,766.35,765.85,766.2,2199
16,2025-06-20 09:31:00,766.15,766.35,765.55,765.8,3947
17,2025-06-20 09:32:00,765.85,765.85,763.9,764.0,14697
18,2025-06-20 09:33:00,763.95,764.2,763.35,763.65,2586
19,2025-06-20 09:34:00,763.6,764.3,763.05,764.1,3602
20,2025-06-20 09:35:00,764.1,764.5,763.45,764.25,6498
21,2025-06-20 09:36:00,764.25,764.8,763.6,764.15,5079
22,2025-06-20 09:37:00,764.3,765.0,764.15,765.0,6000
23,2025-06-20 09:38:00,765.0,765.6,764.85,765.6,4155
24,2025-06-20 09:39:00,765.65,765.8,765.35,765.5,3683
25,2025-06-20 09:40:00,765.75,766.45,765.45,766.0,6463
26,2025-06-20 09:41:00,766.0,766.4,765.9,766.0,3099
27,2025-06-20 09:42:00,766.0,766.25,765.7,766.0,1946
28,2025-06-20 09:43:00,765.7,766.35,765.5,766.3,3807
29,2025-06-20 09:44:00,766.2,766.2,765.6,766.2,4450
30,2025-06-20 09:45:00,766.2,767.0,766.2,766.65,7410
31,2025-06-20 09:46:00,766.65,766.65,765.8,766.5,6300
32,2025-06-20 09:47:00,766.25,767.9,766.25,767.85,2489
33,2025-06-20 09:48:00,767.85,767.85,767.0,767.0,2269
34,2025-06-20 09:49:00,767.0,767.3,767.0,767.1,1268
35,2025-06-20 09:50:00,767.1,768.3,767.05,768.15,6922
36,2025-06-20 09:51:00,768.45,768.75,767.9,768.55,6999
37,2025-06-20 09:52:00,768.55,769.0,768.05,768.6,4804
38,2025-06-20 09:53:00,768.8,769.0,767.9,768.2,3673
39,2025-06-20 09:54:00,768.15,769.35,767.65,768.45,22636
40,2025-06-20 09:55:00,768.45,769.5,767.75,768.5,21714
41,2025-06-20 09:56:00,768.6,769.85,768.4,769.0,24189
42,2025-06-20 09:57:00,769.0,769.0,766.1,767.0,13644
43,2025-06-20 09:58:00,767.0,767.05,766.5,766.6,3617
44,2025-06-20 09:59:00,766.7,766.9,766.6,766.9,2095
45,2025-06-20 10:00:00,766.9,767.9,766.75,767.45,2648
46,2025-06-20 10:01:00,767.65,768.85,767.65,768.5,5112
47,2025-06-20 10:02:00,768.35,768.8,768.0,768.5,8031
48,2025-06-20 10:03:00,768.5,768.6,767.9,768.05,7136
49,2025-06-20 10:04:00,768.05,768.95,768.05,768.45,4660
50,2025-06-20 10:05:00,768.45,768.5,768.45,768.5,703
51,2025-06-20 10:06:00,768.45,769.4,768.45,768.45,19008
52,2025-06-20 10:07:00,768.55,769.8,768.15,769.6,8055
53,2025-06-20 10:08:00,769.15,769.7,768.95,769.45,4411
54,2025-06-20 10:09:00,769.45,771.0,769.25,770.9,19122
55,2025-06-20 10:10:00,770.6,770.9,770.3,770.85,3877
56,2025-06-20 10:11:00,770.85,770.9,770.6,770.9,1784
