,Date,Open,High,Low,Close,Volume
0,2025-06-20 09:15:00,787.7,790.35,786.1,789.3,138912
1,2025-06-20 09:16:00,789.3,790.9,789.2,790.45,91488
2,2025-06-20 09:17:00,790.4,791.35,789.5,789.8,82813
3,2025-06-20 09:18:00,789.6,790.65,789.5,790.2,45938
4,2025-06-20 09:19:00,790.2,790.3,788.8,789.5,37487
5,2025-06-20 09:20:00,789.5,790.6,789.5,789.6,70511
6,2025-06-20 09:21:00,789.65,790.9,789.25,790.5,32519
7,2025-06-20 09:22:00,790.4,791.3,789.65,789.9,53404
8,2025-06-20 09:23:00,789.9,790.1,789.2,789.8,40188
9,2025-06-20 09:24:00,789.55,790.7,789.5,790.15,35039
10,2025-06-20 09:25:00,790.15,790.9,788.5,788.55,41223
11,2025-06-20 09:26:00,788.55,788.8,787.55,787.7,53174
12,2025-06-20 09:27:00,787.7,788.35,787.25,788.05,32662
13,2025-06-20 09:28:00,787.95,788.7,787.65,788.25,19366
14,2025-06-20 09:29:00,788.3,788.3,787.4,787.7,25398
15,2025-06-20 09:30:00,787.5,788.15,787.5,787.55,25380
16,2025-06-20 09:31:00,787.5,787.5,786.5,786.85,42663
17,2025-06-20 09:32:00,786.85,787.2,786.35,786.6,44091
18,2025-06-20 09:33:00,786.55,787.95,786.5,787.5,43875
19,2025-06-20 09:34:00,787.3,787.8,787.2,787.55,31828
20,2025-06-20 09:35:00,787.55,788.75,787.45,788.2,23249
21,2025-06-20 09:36:00,788.25,788.6,787.8,787.95,36582
22,2025-06-20 09:37:00,787.8,788.35,787.6,787.7,23451
23,2025-06-20 09:38:00,787.75,788.2,787.7,788.2,6935
24,2025-06-20 09:39:00,788.15,788.35,788.0,788.3,7954
25,2025-06-20 09:40:00,788.25,788.3,787.8,788.0,14003
26,2025-06-20 09:41:00,788.0,789.0,787.95,788.7,15415
27,2025-06-20 09:42:00,788.7,789.4,788.55,788.95,20602
28,2025-06-20 09:43:00,788.9,789.45,788.7,789.05,14182
29,2025-06-20 09:44:00,789.05,789.25,788.7,788.8,11823
30,2025-06-20 09:45:00,788.8,789.95,788.7,789.25,20031
31,2025-06-20 09:46:00,789.2,789.8,789.0,789.6,23024
32,2025-06-20 09:47:00,789.6,790.0,789.55,789.7,25509
33,2025-06-20 09:48:00,789.7,790.0,789.1,789.1,14350
34,2025-06-20 09:49:00,789.1,789.25,788.55,788.55,17937
35,2025-06-20 09:50:00,788.55,788.7,788.0,788.1,56625
36,2025-06-20 09:51:00,788.05,788.2,787.45,787.95,45760
37,2025-06-20 09:52:00,787.95,788.0,787.6,787.6,10378
38,2025-06-20 09:53:00,787.65,788.0,787.55,787.95,10372
39,2025-06-20 09:54:00,787.9,788.4,787.6,788.25,12245
40,2025-06-20 09:55:00,788.2,788.7,788.2,788.4,11954
41,2025-06-20 09:56:00,788.35,788.5,787.0,787.7,38204
42,2025-06-20 09:57:00,787.45,788.0,787.1,787.65,20982
43,2025-06-20 09:58:00,787.6,787.95,787.45,787.5,11270
44,2025-06-20 09:59:00,787.6,788.25,787.5,787.75,15742
45,2025-06-20 10:00:00,787.8,788.15,787.75,787.85,12426
46,2025-06-20 10:01:00,787.8,788.25,787.8,787.95,3621
47,2025-06-20 10:02:00,787.9,788.0,787.5,787.9,9216
48,2025-06-20 10:03:00,787.75,788.2,787.6,788.0,11362
49,2025-06-20 10:04:00,788.0,788.25,787.8,788.0,17915
50,2025-06-20 10:05:00,788.0,788.5,788.0,788.4,8370
51,2025-06-20 10:06:00,788.4,789.15,788.35,788.5,14715
52,2025-06-20 10:07:00,788.5,788.65,788.05,788.1,7906
53,2025-06-20 10:08:00,788.0,788.3,787.95,788.05,9724
54,2025-06-20 10:09:00,788.05,788.3,787.6,787.65,7057
55,2025-06-20 10:10:00,787.65,787.85,787.5,787.7,5109
56,2025-06-20 10:11:00,787.7,788.2,787.65,788.2,12370
57,2025-06-20 10:12:00,788.15,788.75,788.15,788.6,7051
58,2025-06-20 10:13:00,788.55,788.8,788.4,788.45,8014
59,2025-06-20 10:14:00,788.4,788.95,788.2,788.7,16870
60,2025-06-20 10:15:00,788.8,790.0,788.7,789.6,42213
61,2025-06-20 10:16:00,789.6,789.95,789.3,789.3,13631
62,2025-06-20 10:17:00,789.35,789.7,789.25,789.4,13385
63,2025-06-20 10:18:00,789.35,789.85,789.3,789.55,14435
64,2025-06-20 10:19:00,789.5,789.8,789.3,789.4,11617
65,2025-06-20 10:20:00,789.5,790.2,789.45,790.0,65415
66,2025-06-20 10:21:00,790.0,790.4,789.85,789.85,58810
67,2025-06-20 10:22:00,789.9,791.2,789.75,791.05,114601
68,2025-06-20 10:23:00,791.2,792.0,791.0,791.0,89704
69,2025-06-20 10:24:00,791.0,791.3,790.6,790.85,31343
70,2025-06-20 10:25:00,790.85,791.5,790.75,790.8,35699
71,2025-06-20 10:26:00,790.85,791.8,790.85,791.4,36908
72,2025-06-20 10:27:00,791.45,792.15,791.4,792.0,63572
73,2025-06-20 10:28:00,791.85,792.1,791.2,791.6,29007
74,2025-06-20 10:29:00,791.45,791.95,791.2,791.95,32384
75,2025-06-20 10:30:00,791.75,792.65,791.6,792.65,60728
76,2025-06-20 10:31:00,792.55,793.5,792.55,792.7,97404
77,2025-06-20 10:32:00,792.65,793.0,792.0,792.95,38142
78,2025-06-20 10:33:00,792.95,793.05,792.5,792.65,47273
79,2025-06-20 10:34:00,792.7,793.0,792.55,792.6,32049
80,2025-06-20 10:35:00,792.65,792.9,791.9,792.0,59856
81,2025-06-20 10:36:00,791.95,792.95,791.5,792.65,45184
82,2025-06-20 10:37:00,792.5,793.1,792.5,792.8,29031
