timestamp,ltp,bid_qty,ask_qty
2025-06-21 17:56:34.063993,840.25,5775.0,0.0
2025-06-21 17:57:29.366082,840.25,5775.0,0.0
2025-06-21 17:57:39.553703,840.25,5775.0,0.0
2025-06-21 17:57:54.850747,840.25,5775.0,0.0
2025-06-21 17:59:41.097171,840.25,5775.0,0.0
2025-06-21 18:24:41.430876,840.25,5775.0,0.0
