timestamp,ltp,bid_qty,ask_qty
2025-06-21 17:56:33.538284,389.05,146.0,0.0
2025-06-21 17:57:28.349147,389.05,146.0,0.0
2025-06-21 17:57:39.150353,389.05,146.0,0.0
2025-06-21 17:57:54.042085,389.05,146.0,0.0
2025-06-21 17:59:40.584894,389.05,146.0,0.0
2025-06-21 18:24:37.726623,389.05,146.0,0.0
