EntryTime,EntryPrice,ExitTime,ExitPrice,PnL,Side
2025-06-09 10:27:54,743.2,2025-06-09 10:27:56,740.1,3.1000000000000227,Sell
2025-06-09 10:28:01,739.5,2025-06-09 10:28:03,738.3,1.2000000000000455,Sell
2025-06-09 10:28:01,737.65,2025-06-09 10:28:01,739.65,-2.0,Sell
2025-06-09 10:28:01,739.65,2025-06-09 10:28:06,738.3,1.3500000000000227,Sell
2025-06-09 10:28:06,738.3,2025-06-09 10:28:07,735.0,3.2999999999999545,Sell
2025-06-09 10:28:07,738.3,2025-06-09 10:28:07,735.0,3.2999999999999545,Sell
2025-06-09 10:28:07,735.0,2025-06-09 10:28:09,732.35,2.6499999999999773,Sell
2025-06-09 10:28:12,731.45,2025-06-09 10:28:14,732.5,-1.0499999999999545,Sell
2025-06-09 10:28:15,732.5,2025-06-09 10:28:17,733.65,-1.1499999999999773,Sell
2025-06-09 10:28:18,733.65,2025-06-09 10:28:19,735.3,-1.6499999999999773,Sell
2025-06-09 10:28:19,735.3,2025-06-09 10:28:21,735.95,-0.650000000000091,Sell
2025-06-09 10:28:19,734.0,2025-06-09 10:28:21,735.95,-1.9500000000000455,Sell
2025-06-09 10:28:20,733.85,2025-06-09 10:28:21,735.95,-2.1000000000000227,Sell
2025-06-09 10:28:20,733.85,2025-06-09 10:28:21,735.95,-2.1000000000000227,Sell
2025-06-09 10:28:21,733.85,2025-06-09 10:28:21,735.95,-2.1000000000000227,Sell
2025-06-09 10:28:21,735.95,2025-06-09 10:28:24,733.95,2.0,Sell
2025-06-09 10:28:25,733.95,2025-06-09 10:28:25,736.8,-2.849999999999909,Sell
2025-06-09 10:28:25,736.8,2025-06-09 10:28:30,732.4,4.399999999999977,Sell
2025-06-09 10:28:26,736.8,2025-06-09 10:28:30,732.4,4.399999999999977,Sell
2025-06-09 10:28:30,732.4,2025-06-09 10:28:30,733.0,-0.6000000000000227,Sell
2025-06-09 10:28:30,732.4,2025-06-09 10:28:30,733.0,-0.6000000000000227,Sell
2025-06-09 10:28:30,732.4,2025-06-09 10:28:30,733.0,-0.6000000000000227,Sell
2025-06-09 10:28:30,733.0,2025-06-09 10:28:31,734.45,-1.4500000000000455,Sell
2025-06-09 10:28:31,733.0,2025-06-09 10:28:31,734.45,-1.4500000000000455,Sell
2025-06-09 10:28:31,734.45,2025-06-09 10:28:34,732.3,2.150000000000091,Sell
2025-06-09 10:28:32,734.65,2025-06-09 10:28:35,732.35,2.2999999999999545,Sell
2025-06-09 10:28:32,734.65,2025-06-09 10:28:36,732.35,2.2999999999999545,Sell
2025-06-09 10:28:36,732.35,2025-06-09 10:28:39,733.5,-1.1499999999999773,Sell
2025-06-09 10:28:38,730.7,2025-06-09 10:28:39,733.5,2.7999999999999545,Buy
2025-06-09 10:28:39,733.5,2025-06-09 10:28:39,732.8,-0.7000000000000455,Buy
2025-06-09 10:28:39,732.8,2025-06-09 10:28:44,735.7,-2.900000000000091,Sell
2025-06-09 10:28:39,732.8,2025-06-09 10:28:44,735.7,-2.900000000000091,Sell
2025-06-09 10:28:41,732.8,2025-06-09 10:28:44,735.7,-2.900000000000091,Sell
2025-06-09 10:28:42,732.8,2025-06-09 10:28:44,735.7,2.900000000000091,Buy
2025-06-09 10:28:43,732.8,2025-06-09 10:28:44,735.7,-2.900000000000091,Sell
2025-06-09 10:28:44,735.7,2025-06-09 10:28:46,736.6,-0.8999999999999773,Sell
2025-06-09 10:28:46,735.7,2025-06-09 10:28:46,736.6,-0.8999999999999773,Sell
2025-06-09 10:28:46,736.6,2025-06-09 10:28:48,733.65,2.9500000000000455,Sell
2025-06-09 10:28:47,736.6,2025-06-09 10:28:48,733.65,2.9500000000000455,Sell
2025-06-09 10:28:48,733.65,2025-06-09 10:28:49,734.95,-1.3000000000000682,Sell
2025-06-09 10:28:58,735.3,2025-06-09 10:29:03,734.6,0.6999999999999318,Sell
2025-06-09 10:29:00,735.3,2025-06-09 10:29:03,734.6,0.6999999999999318,Sell
2025-06-09 10:29:00,735.3,2025-06-09 10:29:04,737.55,-2.25,Sell
2025-06-09 10:29:06,734.05,2025-06-09 10:29:07,735.3,-1.25,Sell
2025-06-09 10:29:07,734.05,2025-06-09 10:29:07,735.3,-1.25,Sell
2025-06-09 10:29:07,735.3,2025-06-09 10:29:08,736.0,-0.7000000000000455,Sell
2025-06-09 10:29:08,736.0,2025-06-09 10:29:12,735.1,0.8999999999999773,Sell
2025-06-09 10:29:11,735.1,2025-06-09 10:29:16,735.95,-0.8500000000000227,Sell
2025-06-09 10:29:12,735.1,2025-06-09 10:29:16,735.95,-0.8500000000000227,Sell
2025-06-09 10:29:15,735.1,2025-06-09 10:29:16,735.95,-0.8500000000000227,Sell
2025-06-09 10:29:16,735.1,2025-06-09 10:29:16,735.95,-0.8500000000000227,Sell
2025-06-09 10:29:16,735.95,2025-06-09 10:29:20,736.6,-0.6499999999999773,Sell
2025-06-09 10:29:17,735.95,2025-06-09 10:29:20,736.6,-0.6499999999999773,Sell
2025-06-09 10:29:20,736.0,2025-06-09 10:29:20,736.6,-0.6000000000000227,Sell
2025-06-09 10:29:20,736.6,2025-06-09 10:29:26,736.6,-0.0,Sell
2025-06-09 10:29:21,736.6,2025-06-09 10:29:27,736.6,-0.0,Sell
2025-06-09 10:29:22,736.6,2025-06-09 10:29:28,736.6,-0.0,Sell
2025-06-09 10:29:26,736.6,2025-06-09 10:29:30,736.75,0.14999999999997726,Buy
2025-06-09 10:29:31,736.75,2025-06-09 10:29:32,734.9,-1.8500000000000227,Buy
2025-06-09 10:29:32,734.9,2025-06-09 10:29:35,736.6,1.7000000000000455,Buy
2025-06-09 10:29:46,741.2,2025-06-09 10:29:48,741.85,-0.6499999999999773,Sell
2025-06-09 10:29:47,741.2,2025-06-09 10:29:48,741.85,-0.6499999999999773,Sell
2025-06-09 10:29:47,741.2,2025-06-09 10:29:48,741.85,-0.6499999999999773,Sell
2025-06-09 10:29:48,741.85,2025-06-09 10:29:48,742.55,-0.6999999999999318,Sell
2025-06-09 10:29:48,742.55,2025-06-09 10:29:50,740.4,2.1499999999999773,Sell
2025-06-09 10:29:48,742.55,2025-06-09 10:29:51,740.2,2.349999999999909,Sell
2025-06-09 10:29:48,742.55,2025-06-09 10:29:51,740.2,2.349999999999909,Sell
2025-06-09 10:29:49,742.55,2025-06-09 10:29:52,740.2,2.349999999999909,Sell
2025-06-09 10:29:49,740.4,2025-06-09 10:29:53,741.45,1.0500000000000682,Buy
2025-06-09 10:29:50,740.4,2025-06-09 10:29:53,741.45,1.0500000000000682,Buy
2025-06-09 10:29:51,740.2,2025-06-09 10:29:54,740.65,0.4499999999999318,Buy
2025-06-09 10:29:52,740.2,2025-06-09 10:29:53,741.45,-1.25,Sell
2025-06-09 10:29:53,741.45,2025-06-09 10:29:54,738.7,2.75,Sell
2025-06-09 10:29:56,738.7,2025-06-09 10:30:01,738.7,-0.0,Sell
2025-06-09 10:29:57,738.7,2025-06-09 10:30:02,738.7,-0.0,Sell
2025-06-09 10:29:58,738.7,2025-06-09 10:30:03,738.25,0.4500000000000455,Sell
2025-06-09 10:29:59,738.7,2025-06-09 10:30:03,738.25,0.4500000000000455,Sell
2025-06-09 10:30:00,738.7,2025-06-09 10:30:04,736.75,1.9500000000000455,Sell
2025-06-09 10:30:01,738.7,2025-06-09 10:30:04,738.95,-0.25,Sell
2025-06-09 10:30:02,738.7,2025-06-09 10:30:04,738.95,-0.25,Sell
2025-06-09 10:30:03,738.25,2025-06-09 10:30:04,738.95,-0.7000000000000455,Sell
2025-06-09 10:30:03,738.25,2025-06-09 10:30:04,738.95,-0.7000000000000455,Sell
2025-06-09 10:30:04,736.75,2025-06-09 10:30:04,738.95,-2.2000000000000455,Sell
2025-06-09 10:30:04,738.95,2025-06-09 10:30:08,738.2,0.75,Sell
2025-06-09 10:30:05,738.95,2025-06-09 10:30:09,738.2,0.75,Sell
2025-06-09 10:30:06,738.95,2025-06-09 10:30:10,738.2,0.75,Sell
2025-06-09 10:30:07,738.95,2025-06-09 10:30:11,738.2,0.75,Sell
2025-06-09 10:30:07,738.2,2025-06-09 10:30:11,737.4,0.8000000000000682,Sell
2025-06-09 10:30:09,738.2,2025-06-09 10:30:12,736.75,1.4500000000000455,Sell
2025-06-09 10:30:10,738.2,2025-06-09 10:30:13,735.55,2.650000000000091,Sell
2025-06-09 10:30:11,738.2,2025-06-09 10:30:13,735.55,2.650000000000091,Sell
2025-06-09 10:30:11,737.4,2025-06-09 10:30:14,735.3,2.1000000000000227,Sell
2025-06-09 10:30:12,736.75,2025-06-09 10:30:14,735.3,1.4500000000000455,Sell
2025-06-09 10:30:13,735.55,2025-06-09 10:30:14,735.3,-0.25,Buy
2025-06-09 10:30:14,735.3,2025-06-09 10:30:17,735.8,0.5,Buy
2025-06-09 10:30:15,737.35,2025-06-09 10:30:16,735.8,-1.5500000000000682,Buy
2025-06-09 10:30:16,735.8,2025-06-09 10:30:22,735.8,0.0,Buy
2025-06-09 10:30:22,735.8,2025-06-09 10:30:23,735.5,-0.2999999999999545,Buy
2025-06-09 10:30:22,736.3,2025-06-09 10:30:23,735.5,-0.7999999999999545,Buy
2025-06-09 10:30:30,733.0,2025-06-09 10:30:34,732.6,-0.39999999999997726,Buy
2025-06-09 10:30:34,732.6,2025-06-09 10:30:38,734.3,1.6999999999999318,Buy
2025-06-09 10:30:35,734.0,2025-06-09 10:30:39,734.3,0.2999999999999545,Buy
2025-06-09 10:30:42,732.45,2025-06-09 10:30:45,732.95,0.5,Buy
2025-06-09 10:30:42,734.4,2025-06-09 10:30:45,732.95,-1.4499999999999318,Buy
2025-06-09 10:30:44,734.4,2025-06-09 10:30:45,732.95,-1.4499999999999318,Buy
2025-06-09 10:30:45,732.95,2025-06-09 10:30:46,732.0,-0.9500000000000455,Buy
2025-06-09 10:30:54,734.45,2025-06-09 10:30:55,739.9,5.449999999999932,Buy
2025-06-09 10:30:55,739.9,2025-06-09 10:30:57,739.15,-0.75,Buy
2025-06-09 10:30:59,737.15,2025-06-09 10:31:00,742.4,5.25,Buy
2025-06-09 10:31:00,737.15,2025-06-09 10:31:00,742.4,5.25,Buy
2025-06-09 10:31:00,742.4,2025-06-09 10:31:04,738.15,4.25,Sell
2025-06-09 10:31:01,742.4,2025-06-09 10:31:04,738.15,4.25,Sell
2025-06-09 10:31:06,738.15,2025-06-09 10:31:09,738.5,-0.35000000000002274,Sell
2025-06-09 10:31:19,738.3,2025-06-09 10:31:21,738.5,-0.20000000000004547,Sell
2025-06-09 10:31:20,738.0,2025-06-09 10:31:21,738.5,-0.5,Sell
2025-06-09 10:31:23,738.5,2025-06-09 10:31:27,739.35,-0.8500000000000227,Sell
2025-06-09 10:31:26,738.5,2025-06-09 10:31:27,739.35,-0.8500000000000227,Sell
2025-06-09 10:31:33,738.45,2025-06-09 10:31:37,738.4,0.05000000000006821,Sell
2025-06-09 10:31:34,738.25,2025-06-09 10:31:38,738.4,-0.14999999999997726,Sell
2025-06-09 10:31:34,738.25,2025-06-09 10:31:39,738.4,-0.14999999999997726,Sell
2025-06-09 10:31:37,738.25,2025-06-09 10:31:41,740.95,-2.7000000000000455,Sell
2025-06-09 10:31:37,738.4,2025-06-09 10:31:41,740.95,-2.550000000000068,Sell
2025-06-09 10:31:41,738.4,2025-06-09 10:31:41,740.95,2.550000000000068,Buy
2025-06-09 10:31:41,740.95,2025-06-09 10:31:42,738.9,-2.050000000000068,Buy
2025-06-09 10:31:59,741.5,2025-06-09 10:32:00,743.05,-1.5499999999999545,Sell
2025-06-09 10:32:00,743.05,2025-06-09 10:32:02,741.45,1.599999999999909,Sell
2025-06-09 10:32:00,743.05,2025-06-09 10:32:03,741.45,1.599999999999909,Sell
2025-06-09 10:32:01,742.25,2025-06-09 10:32:04,741.45,0.7999999999999545,Sell
2025-06-09 10:32:03,741.45,2025-06-09 10:32:08,741.05,0.40000000000009095,Sell
2025-06-09 10:32:15,740.5,2025-06-09 10:32:22,740.5,-0.0,Sell
2025-06-09 10:32:20,740.5,2025-06-09 10:32:24,741.55,-1.0499999999999545,Sell
2025-06-09 10:32:32,739.5,2025-06-09 10:32:38,739.5,-0.0,Sell
2025-06-09 10:32:34,739.5,2025-06-09 10:32:40,739.5,-0.0,Sell
2025-06-09 10:32:38,739.5,2025-06-09 10:32:43,739.8,0.2999999999999545,Buy
2025-06-09 10:32:39,739.5,2025-06-09 10:32:43,739.8,-0.2999999999999545,Sell
2025-06-09 10:32:40,739.5,2025-06-09 10:32:43,739.8,-0.2999999999999545,Sell
2025-06-09 10:32:41,739.65,2025-06-09 10:32:44,742.0,-2.3500000000000227,Sell
2025-06-09 10:32:42,739.65,2025-06-09 10:32:44,742.0,-2.3500000000000227,Sell
2025-06-09 10:32:43,739.8,2025-06-09 10:32:44,742.0,-2.2000000000000455,Sell
2025-06-09 10:32:43,739.8,2025-06-09 10:32:44,742.0,-2.2000000000000455,Sell
2025-06-09 10:32:44,742.0,2025-06-09 10:32:46,739.55,2.4500000000000455,Sell
2025-06-09 10:32:46,739.55,2025-06-09 10:32:50,741.7,-2.150000000000091,Sell
2025-06-09 10:32:47,739.55,2025-06-09 10:32:50,741.7,-2.150000000000091,Sell
2025-06-09 10:32:48,739.55,2025-06-09 10:32:50,741.7,-2.150000000000091,Sell
2025-06-09 10:32:51,741.7,2025-06-09 10:32:52,743.0,-1.2999999999999545,Sell
2025-06-09 10:32:52,743.0,2025-06-09 10:32:53,745.0,-2.0,Sell
2025-06-09 10:32:54,744.0,2025-06-09 10:32:57,745.8,1.7999999999999545,Buy
2025-06-09 10:32:55,744.0,2025-06-09 10:32:55,745.9,-1.8999999999999773,Sell
2025-06-09 10:32:55,745.9,2025-06-09 10:32:58,746.85,-0.9500000000000455,Sell
2025-06-09 10:32:56,745.85,2025-06-09 10:32:58,746.85,-1.0,Sell
2025-06-09 10:33:01,743.7,2025-06-09 10:33:02,745.15,-1.4499999999999318,Sell
2025-06-09 10:33:02,745.15,2025-06-09 10:33:06,743.45,1.6999999999999318,Sell
2025-06-09 10:33:08,743.45,2025-06-09 10:33:13,741.5,1.9500000000000455,Sell
2025-06-09 10:33:20,739.5,2025-06-09 10:33:22,741.65,-2.1499999999999773,Sell
2025-06-09 10:33:23,741.65,2025-06-09 10:33:28,740.95,0.6999999999999318,Sell
2025-06-09 10:33:33,740.65,2025-06-09 10:33:36,739.55,1.1000000000000227,Sell
2025-06-09 10:33:33,740.65,2025-06-09 10:33:37,740.95,-0.3000000000000682,Sell
2025-06-09 10:33:35,740.65,2025-06-09 10:33:37,740.95,-0.3000000000000682,Sell
2025-06-09 10:33:36,739.55,2025-06-09 10:33:37,740.95,-1.400000000000091,Sell
2025-06-09 10:33:36,739.55,2025-06-09 10:33:37,740.95,-1.400000000000091,Sell
2025-06-09 10:33:37,740.95,2025-06-09 10:33:40,739.5,1.4500000000000455,Sell
2025-06-09 10:33:38,739.55,2025-06-09 10:33:41,739.5,0.049999999999954525,Sell
2025-06-09 10:33:38,739.55,2025-06-09 10:33:42,741.0,-1.4500000000000455,Sell
2025-06-09 10:33:39,739.5,2025-06-09 10:33:42,741.0,-1.5,Sell
2025-06-09 10:33:39,739.5,2025-06-09 10:33:42,741.0,-1.5,Sell
2025-06-09 10:33:45,739.0,2025-06-09 10:33:50,741.0,2.0,Buy
2025-06-09 10:33:58,740.55,2025-06-09 10:34:03,744.2,-3.650000000000091,Sell
2025-06-09 10:34:00,740.55,2025-06-09 10:34:03,744.2,3.650000000000091,Buy
2025-06-09 10:34:00,740.55,2025-06-09 10:34:03,744.2,3.650000000000091,Buy
2025-06-09 10:34:01,740.55,2025-06-09 10:34:03,744.2,-3.650000000000091,Sell
2025-06-09 10:34:03,744.2,2025-06-09 10:34:07,746.2,-2.0,Sell
2025-06-09 10:34:05,744.2,2025-06-09 10:34:07,746.2,-2.0,Sell
2025-06-09 10:34:06,744.2,2025-06-09 10:34:07,746.2,-2.0,Sell
2025-06-09 10:34:07,746.2,2025-06-09 10:34:09,743.95,2.25,Sell
2025-06-09 10:34:07,746.2,2025-06-09 10:34:11,743.95,2.25,Sell
2025-06-09 10:34:08,744.6,2025-06-09 10:34:11,745.9,-1.2999999999999545,Sell
2025-06-09 10:34:09,743.95,2025-06-09 10:34:11,745.9,-1.9499999999999318,Sell
2025-06-09 10:34:12,745.9,2025-06-09 10:34:17,745.05,0.8500000000000227,Sell
2025-06-09 10:34:12,745.05,2025-06-09 10:34:18,745.05,-0.0,Sell
2025-06-09 10:34:13,745.05,2025-06-09 10:34:19,745.05,-0.0,Sell
2025-06-09 10:34:18,745.05,2025-06-09 10:34:22,744.1,-0.9499999999999318,Buy
2025-06-09 10:34:29,744.7,2025-06-09 10:34:33,744.7,0.0,Buy
2025-06-09 10:34:30,744.7,2025-06-09 10:34:34,744.55,-0.15000000000009095,Buy
2025-06-09 10:34:30,744.7,2025-06-09 10:34:34,744.55,0.15000000000009095,Sell
2025-06-09 10:34:31,744.7,2025-06-09 10:34:35,744.55,-0.15000000000009095,Buy
2025-06-09 10:34:36,744.0,2025-06-09 10:34:41,741.0,3.0,Sell
2025-06-09 10:34:49,739.95,2025-06-09 10:34:50,739.45,-0.5,Buy
2025-06-09 10:34:50,739.45,2025-06-09 10:34:50,738.0,-1.4500000000000455,Buy
2025-06-09 10:34:50,738.0,2025-06-09 10:34:52,737.75,-0.25,Buy
2025-06-09 10:34:51,738.0,2025-06-09 10:34:52,737.75,-0.25,Buy
2025-06-09 10:34:51,738.0,2025-06-09 10:34:52,737.75,-0.25,Buy
2025-06-09 10:34:52,737.75,2025-06-09 10:34:55,736.85,-0.8999999999999773,Buy
2025-06-09 10:34:57,738.3,2025-06-09 10:34:59,736.6,-1.6999999999999318,Buy
2025-06-09 10:35:01,736.55,2025-06-09 10:35:02,734.95,-1.599999999999909,Buy
2025-06-09 10:35:02,734.95,2025-06-09 10:35:06,737.15,2.199999999999932,Buy
2025-06-09 10:35:22,736.65,2025-06-09 10:35:23,734.0,-2.6499999999999773,Buy
2025-06-09 10:35:23,734.0,2025-06-09 10:35:23,733.05,-0.9500000000000455,Buy
2025-06-09 10:35:33,730.6,2025-06-09 10:35:38,730.0,0.6000000000000227,Sell
2025-06-09 10:35:47,730.0,2025-06-09 10:35:52,730.0,0.0,Buy
2025-06-09 10:35:48,730.0,2025-06-09 10:35:53,730.0,0.0,Buy
2025-06-09 10:35:49,730.0,2025-06-09 10:35:54,730.0,0.0,Buy
2025-06-09 10:35:53,730.0,2025-06-09 10:35:59,728.75,1.25,Sell
2025-06-09 10:36:06,733.05,2025-06-09 10:36:10,734.8,1.75,Buy
2025-06-09 10:36:07,733.0,2025-06-09 10:36:11,734.8,1.7999999999999545,Buy
2025-06-09 10:36:11,734.8,2025-06-09 10:36:17,735.0,-0.20000000000004547,Sell
2025-06-09 10:36:42,736.9,2025-06-09 10:36:45,734.0,2.8999999999999773,Sell
2025-06-09 10:36:43,736.9,2025-06-09 10:36:45,734.0,2.8999999999999773,Sell
2025-06-09 10:36:44,734.65,2025-06-09 10:36:48,735.05,-0.39999999999997726,Sell
2025-06-09 10:36:53,730.4,2025-06-09 10:37:00,730.4,-0.0,Sell
2025-06-09 10:36:55,730.4,2025-06-09 10:37:00,730.4,-0.0,Sell
2025-06-09 10:37:08,734.3,2025-06-09 10:37:13,734.1,0.1999999999999318,Sell
2025-06-09 10:37:13,734.1,2025-06-09 10:37:19,734.1,-0.0,Sell
2025-06-09 10:37:15,734.1,2025-06-09 10:37:21,734.1,-0.0,Sell
2025-06-09 10:37:18,734.1,2025-06-09 10:37:24,735.0,0.8999999999999773,Buy
2025-06-09 10:37:21,734.1,2025-06-09 10:37:26,735.0,0.8999999999999773,Buy
2025-06-09 10:37:23,734.1,2025-06-09 10:37:27,735.0,0.8999999999999773,Buy
2025-06-09 10:37:24,735.0,2025-06-09 10:37:29,735.0,0.0,Buy
2025-06-09 10:37:27,735.0,2025-06-09 10:37:30,734.15,-0.8500000000000227,Buy
2025-06-09 10:37:39,734.15,2025-06-09 10:37:46,734.15,-0.0,Sell
2025-06-09 10:37:41,734.15,2025-06-09 10:37:47,734.15,-0.0,Sell
2025-06-09 10:37:42,734.15,2025-06-09 10:37:48,734.15,-0.0,Sell
2025-06-09 10:37:57,740.95,2025-06-09 10:38:01,740.95,-0.0,Sell
2025-06-09 10:37:58,740.95,2025-06-09 10:38:02,736.75,4.2000000000000455,Sell
2025-06-09 10:38:03,737.3,2025-06-09 10:38:07,737.3,-0.0,Sell
2025-06-09 10:38:03,737.3,2025-06-09 10:38:09,737.3,-0.0,Sell
2025-06-09 10:38:04,737.3,2025-06-09 10:38:10,737.3,-0.0,Sell
2025-06-09 10:38:05,737.3,2025-06-09 10:38:11,737.3,-0.0,Sell
2025-06-09 10:38:09,737.3,2025-06-09 10:38:15,737.3,-0.0,Sell
2025-06-09 10:38:21,736.85,2025-06-09 10:38:27,737.0,-0.14999999999997726,Sell
2025-06-09 10:38:24,736.85,2025-06-09 10:38:28,736.8,0.05000000000006821,Sell
2025-06-09 10:38:35,737.45,2025-06-09 10:38:38,735.95,1.5,Sell
2025-06-09 10:38:36,737.15,2025-06-09 10:38:39,735.95,1.1999999999999318,Sell
2025-06-09 10:38:36,737.15,2025-06-09 10:38:39,735.8,1.3500000000000227,Sell
2025-06-09 10:38:37,737.05,2025-06-09 10:38:40,734.05,3.0,Sell
2025-06-09 10:38:40,734.05,2025-06-09 10:38:41,736.2,-2.150000000000091,Sell
2025-06-09 10:38:40,734.05,2025-06-09 10:38:41,736.2,-2.150000000000091,Sell
2025-06-09 10:38:41,736.2,2025-06-09 10:38:41,736.75,-0.5499999999999545,Sell
2025-06-09 10:38:44,735.4,2025-06-09 10:38:46,735.6,-0.20000000000004547,Sell
2025-06-09 10:38:44,735.4,2025-06-09 10:38:46,735.6,-0.20000000000004547,Sell
2025-06-09 10:38:45,735.5,2025-06-09 10:38:47,735.25,0.25,Sell
2025-06-09 10:38:45,735.5,2025-06-09 10:38:48,735.25,0.25,Sell
2025-06-09 10:38:46,735.6,2025-06-09 10:38:49,735.25,0.35000000000002274,Sell
2025-06-09 10:38:50,735.25,2025-06-09 10:38:51,736.65,-1.3999999999999773,Sell
2025-06-09 10:38:51,736.65,2025-06-09 10:38:56,736.65,-0.0,Sell
2025-06-09 10:38:51,736.65,2025-06-09 10:38:57,736.65,-0.0,Sell
2025-06-09 10:38:52,736.65,2025-06-09 10:38:59,736.65,-0.0,Sell
2025-06-09 10:38:54,736.65,2025-06-09 10:39:00,736.65,-0.0,Sell
2025-06-09 10:38:55,736.65,2025-06-09 10:39:00,736.65,-0.0,Sell
2025-06-09 10:38:56,736.65,2025-06-09 10:39:00,737.0,-0.35000000000002274,Sell
2025-06-09 10:38:57,736.65,2025-06-09 10:39:00,737.0,-0.35000000000002274,Sell
2025-06-09 10:38:59,736.65,2025-06-09 10:39:00,737.0,-0.35000000000002274,Sell
2025-06-09 10:39:00,736.65,2025-06-09 10:39:00,737.0,-0.35000000000002274,Sell
2025-06-09 10:39:00,736.65,2025-06-09 10:39:00,737.0,-0.35000000000002274,Sell
2025-06-09 10:39:00,737.0,2025-06-09 10:39:04,738.45,-1.4500000000000455,Sell
2025-06-09 10:39:01,737.0,2025-06-09 10:39:04,738.45,-1.4500000000000455,Sell
2025-06-09 10:39:02,737.0,2025-06-09 10:39:04,738.45,-1.4500000000000455,Sell
2025-06-09 10:39:04,738.45,2025-06-09 10:39:07,736.8,1.650000000000091,Sell
2025-06-09 10:39:04,738.45,2025-06-09 10:39:09,736.8,1.650000000000091,Sell
2025-06-09 10:39:05,738.45,2025-06-09 10:39:10,736.8,1.650000000000091,Sell
2025-06-09 10:39:06,736.8,2025-06-09 10:39:11,736.8,-0.0,Sell
2025-06-09 10:39:06,736.8,2025-06-09 10:39:12,736.8,-0.0,Sell
2025-06-09 10:39:07,736.8,2025-06-09 10:39:15,736.8,-0.0,Sell
2025-06-09 10:39:20,741.5,2025-06-09 10:39:20,741.95,-0.4500000000000455,Sell
2025-06-09 10:39:20,741.95,2025-06-09 10:39:23,742.45,-0.5,Sell
2025-06-09 10:39:21,741.95,2025-06-09 10:39:23,742.45,-0.5,Sell
2025-06-09 10:39:22,741.95,2025-06-09 10:39:23,742.45,-0.5,Sell
2025-06-09 10:39:23,742.45,2025-06-09 10:39:27,741.45,1.0,Sell
2025-06-09 10:39:23,741.45,2025-06-09 10:39:28,741.45,-0.0,Sell
2025-06-09 10:39:24,741.45,2025-06-09 10:39:30,741.45,-0.0,Sell
2025-06-09 10:39:25,741.45,2025-06-09 10:39:30,741.45,-0.0,Sell
2025-06-09 10:39:26,741.45,2025-06-09 10:39:31,741.45,-0.0,Sell
2025-06-09 10:39:27,741.45,2025-06-09 10:39:32,742.7,-1.25,Sell
2025-06-09 10:39:28,741.45,2025-06-09 10:39:32,742.7,-1.25,Sell
