Timestamp,LTP,BidQty,AskQty
2025-06-06 12:34:42.063414,771.85,360,240
2025-06-06 12:34:42.653273,771.85,330,210
2025-06-06 12:34:44.050836,771.85,480,270
2025-06-06 12:34:45.253982,771.85,330,300
2025-06-06 12:34:46.455823,771.85,390,270
2025-06-06 12:34:47.658698,771.85,330,210
2025-06-06 12:34:48.860871,771.85,240,180
2025-06-06 12:34:50.063881,771.85,330,270
2025-06-06 12:34:51.461467,771.85,330,210
2025-06-06 12:34:52.663875,771.85,390,210
2025-06-06 12:34:53.868102,774.95,360,330
2025-06-06 12:34:53.875862,774.95,360,330
2025-06-06 12:34:55.067844,775.0,240,330
2025-06-06 12:34:55.076110,775.0,240,330
2025-06-06 12:34:56.304564,775.0,240,510
2025-06-06 12:34:57.477686,775.0,240,330
2025-06-06 12:34:58.675650,775.0,240,300
2025-06-06 12:35:00.057389,775.0,300,180
2025-06-06 12:35:00.462348,775.0,300,180
2025-06-06 12:35:01.078062,775.0,300,210
2025-06-06 12:35:02.283889,775.0,270,270
2025-06-06 12:35:03.492667,775.0,240,270
2025-06-06 12:35:03.883385,772.35,240,270
2025-06-06 12:35:04.883007,772.35,330,420
2025-06-06 12:35:06.083403,771.65,330,420
2025-06-06 12:35:06.083558,771.65,480,330
2025-06-06 12:35:07.288567,771.65,210,360
2025-06-06 12:35:07.501343,770.4,210,360
2025-06-06 12:35:08.686677,770.4,240,300
2025-06-06 12:35:08.686836,770.65,240,300
2025-06-06 12:35:09.695421,770.65,210,270
2025-06-06 12:35:10.894432,770.65,210,360
2025-06-06 12:35:11.498989,768.9,210,360
2025-06-06 12:35:12.115458,768.9,270,330
2025-06-06 12:35:13.506766,768.9,210,450
2025-06-06 12:35:14.498961,768.8,210,450
2025-06-06 12:35:14.697364,770.05,330,300
2025-06-06 12:35:15.290758,767.95,330,300
2025-06-06 12:35:15.906473,767.95,210,240
2025-06-06 12:35:17.107780,767.95,270,210
2025-06-06 12:35:18.302428,767.95,360,180
2025-06-06 12:35:19.518363,767.95,270,270
2025-06-06 12:35:20.708644,767.95,360,210
2025-06-06 12:35:21.118137,766.55,360,210
2025-06-06 12:35:21.914081,766.55,330,180
2025-06-06 12:35:23.115644,766.55,390,300
