timestamp,ltp,bid_qty,ask_qty
2025-06-20 10:10:48.217398,1086.4,113080.0,133469.0
2025-06-20 10:10:49.594385,1086.5,113080.0,133469.0
2025-06-20 10:10:51.567814,1086.5,112010.0,134032.0
2025-06-20 10:10:51.599757,1086.5,112010.0,134032.0
2025-06-20 10:10:53.595903,1086.5,112010.0,134032.0
2025-06-20 10:10:55.595698,1086.5,112010.0,134032.0
2025-06-20 10:10:57.269051,1086.5,112022.0,133421.0
2025-06-20 10:10:57.600107,1086.5,112022.0,133421.0
2025-06-20 10:11:01.376888,1086.5,112096.0,133747.0
2025-06-20 10:11:02.486470,1086.6,111691.0,134427.0
2025-06-20 10:11:02.595250,1086.6,111691.0,134427.0
2025-06-20 10:11:03.570406,1086.5,111772.0,134376.0
2025-06-20 10:11:03.599168,1086.5,111772.0,134376.0
2025-06-20 10:11:04.591232,1086.7,111772.0,134376.0
2025-06-20 10:11:04.670240,1086.7,111699.0,132978.0
2025-06-20 10:11:05.601145,1086.5,111699.0,132978.0
2025-06-20 10:11:05.770037,1086.5,111985.0,132774.0
2025-06-20 10:11:06.880452,1086.5,112024.0,133146.0
2025-06-20 10:11:07.972551,1086.5,111653.0,133343.0
2025-06-20 10:11:08.973953,1086.5,111641.0,133371.0
2025-06-20 10:11:10.375533,1086.5,112372.0,133731.0
2025-06-20 10:11:11.584127,1086.5,112431.0,133642.0
2025-06-20 10:11:12.852849,1086.5,112380.0,133807.0
2025-06-20 10:11:13.641828,1086.7,112380.0,133807.0
2025-06-20 10:11:13.776396,1086.7,112281.0,133851.0
2025-06-20 10:11:14.776939,1086.7,112369.0,133840.0
2025-06-20 10:11:15.609513,1086.7,112369.0,133840.0
2025-06-20 10:11:15.885031,1086.7,112170.0,133252.0
2025-06-20 10:11:16.651806,1086.6,112170.0,133252.0
2025-06-20 10:11:16.890939,1086.5,112022.0,132899.0
2025-06-20 10:11:17.612414,1086.7,112022.0,132899.0
2025-06-20 10:11:17.885790,1086.7,111999.0,132935.0
2025-06-20 10:11:19.312711,1086.7,112000.0,132895.0
2025-06-20 10:11:19.979518,1086.7,111999.0,132957.0
2025-06-20 10:11:20.888508,1086.7,111961.0,132978.0
2025-06-20 10:11:21.909606,1086.7,111944.0,133399.0
2025-06-20 10:11:22.906843,1086.7,112293.0,133410.0
2025-06-20 10:11:23.706444,1086.7,112293.0,133410.0
2025-06-20 10:11:23.982993,1086.5,112360.0,133358.0
2025-06-20 10:11:24.641142,1086.5,112360.0,133358.0
2025-06-20 10:11:25.108394,1086.5,112207.0,133807.0
2025-06-20 10:11:26.287105,1086.5,112617.0,133641.0
2025-06-20 10:11:27.287047,1086.5,112602.0,133670.0
2025-06-20 10:11:28.397365,1086.5,112412.0,133833.0
2025-06-20 10:11:29.499630,1086.5,112471.0,133839.0
2025-06-20 10:11:30.868469,1086.5,111694.0,134139.0
2025-06-20 10:11:31.798521,1086.5,111418.0,134600.0
2025-06-20 10:11:32.901919,1086.5,111394.0,134651.0
2025-06-20 10:11:33.989072,1086.5,111334.0,134723.0
2025-06-20 10:11:34.597674,1086.7,111334.0,134723.0
2025-06-20 10:11:35.089720,1086.7,111491.0,134499.0
2025-06-20 10:11:35.590166,1086.7,111491.0,134499.0
2025-06-20 10:11:36.191835,1086.7,108693.0,134501.0
2025-06-20 10:11:36.599551,1086.5,108693.0,134501.0
2025-06-20 10:11:37.194946,1086.3,109747.0,136538.0
2025-06-20 10:11:37.597930,1086.3,109747.0,136538.0
2025-06-20 10:11:38.214518,1085.9,109611.0,137207.0
2025-06-20 10:11:38.591376,1085.9,109611.0,137207.0
2025-06-20 10:11:39.406982,1085.9,109670.0,136479.0
2025-06-20 10:11:40.494277,1085.7,109412.0,135475.0
2025-06-20 10:11:40.593782,1085.7,109412.0,135475.0
2025-06-20 10:11:41.587688,1086.2,109412.0,135475.0
2025-06-20 10:11:41.605625,1086.2,109299.0,135471.0
2025-06-20 10:11:42.608460,1086.2,108898.0,135530.0
2025-06-20 10:11:43.601384,1086.3,108898.0,135530.0
2025-06-20 10:11:43.617691,1086.3,111582.0,133974.0
2025-06-20 10:11:44.592748,1085.9,111582.0,133974.0
2025-06-20 10:11:44.700134,1085.9,109824.0,135339.0
2025-06-20 10:11:45.595497,1086.0,109824.0,135339.0
2025-06-20 10:11:46.025384,1086.0,110258.0,135598.0
2025-06-20 10:11:46.588918,1085.8,110258.0,135598.0
2025-06-20 10:11:46.926533,1085.8,110293.0,135527.0
2025-06-20 10:11:47.592459,1086.0,110293.0,135527.0
2025-06-20 10:11:48.001314,1086.0,110356.0,135492.0
2025-06-20 10:11:48.591442,1085.8,110356.0,135492.0
2025-06-20 10:11:49.102170,1085.8,110167.0,135944.0
2025-06-20 10:11:49.600656,1085.8,110167.0,135944.0
2025-06-20 10:11:50.592798,1086.0,110167.0,135944.0
2025-06-20 10:11:51.034250,1086.0,110075.0,136463.0
2025-06-20 10:11:51.599814,1086.3,110075.0,136463.0
2025-06-20 10:11:52.434857,1086.1,111162.0,135921.0
2025-06-20 10:11:52.599855,1085.9,111162.0,135921.0
2025-06-20 10:11:53.533311,1085.8,110888.0,135943.0
2025-06-20 10:11:53.609737,1085.8,110888.0,135943.0
2025-06-20 10:11:54.592476,1085.8,110888.0,135943.0
2025-06-20 10:11:54.616935,1085.8,110815.0,135731.0
2025-06-20 10:11:55.601309,1085.8,110815.0,135731.0
2025-06-20 10:11:55.629607,1085.8,110550.0,135873.0
2025-06-20 10:11:56.834724,1085.8,110542.0,136265.0
2025-06-20 10:11:57.599301,1086.1,110542.0,136265.0
2025-06-20 10:11:57.836130,1086.1,111231.0,133263.0
2025-06-20 10:11:58.594191,1086.1,111231.0,133263.0
2025-06-20 10:11:59.005833,1086.1,111338.0,134423.0
2025-06-20 10:11:59.597016,1086.2,111338.0,134423.0
2025-06-20 10:12:00.114202,1086.2,112052.0,133037.0
2025-06-20 10:12:01.322713,1086.3,111808.0,133318.0
2025-06-20 10:12:01.603975,1086.3,111808.0,133318.0
2025-06-20 10:12:02.438393,1086.6,111644.0,133177.0
2025-06-20 10:12:02.602367,1086.3,111644.0,133177.0
2025-06-20 10:12:03.599455,1086.3,111644.0,133177.0
2025-06-20 10:12:03.924112,1086.3,111490.0,133178.0
2025-06-20 10:12:04.605416,1086.6,111490.0,133178.0
2025-06-20 10:12:05.118443,1086.4,112010.0,132722.0
2025-06-20 10:12:05.601878,1086.4,112010.0,132722.0
2025-06-20 10:12:06.216289,1086.5,112878.0,132703.0
2025-06-20 10:12:06.599877,1086.5,112878.0,132703.0
2025-06-20 10:12:07.209606,1086.5,112688.0,132754.0
2025-06-20 10:12:07.596138,1086.5,112688.0,132754.0
2025-06-20 10:12:08.326560,1087.2,114041.0,131510.0
2025-06-20 10:12:08.599489,1087.2,114041.0,131510.0
2025-06-20 10:12:09.339943,1087.2,114324.0,131537.0
2025-06-20 10:12:10.330094,1086.7,114340.0,131646.0
2025-06-20 10:12:10.602233,1086.7,114340.0,131646.0
2025-06-20 10:12:11.368505,1086.7,114410.0,131703.0
2025-06-20 10:12:11.599498,1086.8,114410.0,131703.0
2025-06-20 10:12:12.355572,1087.5,115867.0,128879.0
2025-06-20 10:12:12.602414,1087.5,115867.0,128879.0
2025-06-20 10:12:13.518833,1087.2,115122.0,130375.0
2025-06-20 10:12:13.599830,1087.2,115122.0,130375.0
2025-06-20 10:12:14.430911,1087.2,114834.0,130407.0
2025-06-20 10:12:14.625244,1087.2,114834.0,130407.0
2025-06-20 10:12:15.537613,1088.1,116860.0,126671.0
2025-06-20 10:12:15.597943,1088.1,116860.0,126671.0
2025-06-20 10:12:16.627167,1088.1,115697.0,128697.0
2025-06-20 10:12:17.607607,1087.6,115697.0,128697.0
2025-06-20 10:12:17.727955,1087.6,115129.0,129004.0
2025-06-20 10:12:18.603099,1087.2,115129.0,129004.0
2025-06-20 10:12:18.754011,1087.2,113694.0,129227.0
2025-06-20 10:12:19.594724,1087.3,113694.0,129227.0
2025-06-20 10:12:19.918660,1087.3,114521.0,129204.0
2025-06-20 10:12:20.600624,1087.3,114521.0,129204.0
2025-06-20 10:12:20.942511,1087.3,115162.0,129154.0
2025-06-20 10:12:21.600517,1087.3,115162.0,129154.0
2025-06-20 10:12:21.946078,1087.3,115021.0,128701.0
2025-06-20 10:12:22.835102,1087.3,115002.0,128779.0
2025-06-20 10:12:23.594712,1087.3,115002.0,128779.0
2025-06-20 10:12:23.853436,1087.3,115070.0,128828.0
2025-06-20 10:12:24.602152,1087.3,115070.0,128828.0
2025-06-20 10:12:24.834795,1087.3,115057.0,129250.0
2025-06-20 10:12:25.612616,1087.3,115057.0,129250.0
2025-06-20 10:12:25.931117,1087.3,115059.0,129239.0
2025-06-20 10:12:27.059741,1087.3,115006.0,129339.0
2025-06-20 10:12:27.597778,1087.3,115006.0,129339.0
2025-06-20 10:12:28.025895,1087.3,115021.0,129351.0
2025-06-20 10:12:28.596133,1087.3,115021.0,129351.0
2025-06-20 10:12:29.026865,1087.3,115006.0,129401.0
2025-06-20 10:12:30.740463,1087.3,115069.0,129358.0
2025-06-20 10:12:31.839979,1087.3,115139.0,129362.0
2025-06-20 10:12:32.607505,1088.1,115139.0,129362.0
2025-06-20 10:12:33.435708,1088.1,117337.0,127352.0
2025-06-20 10:12:34.528756,1087.8,117276.0,127458.0
2025-06-20 10:12:34.601730,1087.8,117276.0,127458.0
2025-06-20 10:12:35.601888,1087.8,117276.0,127458.0
2025-06-20 10:12:35.645866,1087.8,116429.0,127713.0
2025-06-20 10:12:36.607923,1087.8,116429.0,127713.0
2025-06-20 10:12:36.642077,1087.8,116459.0,127725.0
2025-06-20 10:12:37.606117,1087.8,116459.0,127725.0
